"Time_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        200,           8,      -8.525304158,      -4.484572013,      -4.948598869,      -2.828196316,      -2.778737929,      0.9329898399,      0.3920220947,      0.6969353015,                 0,                 0,                 0,     0.06491071422,      0.1711284314,      0.7810987116,                 0,       1.777795974,      0.8226811688,      -3.312049612,      -2.239292559,      -2.462265089,      -3.102141989,      -2.364913314,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        201,           8,      -8.524772622,       -4.49886077,      -4.939717311,      -2.831549154,      -2.779379067,      0.9329898399,      0.3953741862,      0.6969604463,                 0,                 0,                 0,     0.06519747005,      0.1743267008,      0.7821028143,                 0,       1.762786926,      0.7863565171,       -3.30982638,      -2.242009586,      -2.451194161,      -3.104100985,      -2.355098459,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        202,           8,      -8.524475956,      -4.509972921,      -4.934133897,      -2.839435638,      -2.779881019,      0.9329898399,      0.3984336722,      0.6966500806,                 0,                 0,                 0,     0.06533532295,      0.1773432441,      0.7827005172,                 0,       1.748471902,      0.7935774985,      -3.307892674,      -2.241065955,      -2.443547465,      -3.110631983,      -2.344934921,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        203,           8,      -8.532112234,      -4.524828933,      -4.970450409,      -2.853350254,      -2.780460179,      0.9329898399,      0.4012604114,      0.6960932071,                 0,                 0,                 0,     0.06532684583,      0.1802092822,      0.7829944351,                 0,       1.734766718,      0.7935160131,      -3.313954169,      -2.243380172,      -2.477958291,      -3.123238522,      -2.334653196,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        204,           8,      -8.415163592,      -4.532522388,      -4.944352355,      -2.796133001,      -2.781583229,      0.9329898399,      0.4038565726,      0.6954306785,                 0,                 0,                 0,     0.06530477457,      0.1828857082,      0.7831198999,                 0,       1.721974398,      0.7934567265,      -3.195501652,      -2.238045508,      -2.450142428,      -3.064770643,      -2.324713317,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        205,           8,      -8.422227808,      -4.541524361,      -4.946336217,      -2.808438379,      -2.783026562,      0.9329898399,       0.406276635,       0.694748902,                 0,                 0,                 0,     0.06526169482,      0.1853993574,      0.7831754715,                 0,       1.710039028,      0.7933997337,      -3.201143526,      -2.233538154,      -2.450625686,      -3.075894895,      -2.314916478,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        206,           8,       -8.42832875,      -4.554789884,      -4.971002028,      -2.827404594,      -2.784332347,      0.9329898399,      0.4085047589,      0.6940310175,                 0,                 0,                 0,     0.06516418011,      0.1877400121,      0.7831403956,                 0,       1.698954547,      0.7800412573,      -3.205912268,      -2.232822255,      -2.474034915,       -3.09375903,      -2.304804682,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        207,           8,      -8.435285493,      -4.573882078,      -4.992055061,      -2.844788473,      -2.785756469,      0.9329898399,      0.4106240164,      0.6935049704,                 0,                 0,                 0,     0.06513879559,      0.1899204694,      0.7832569451,                 0,       1.688905039,      0.7799891259,      -3.211638232,      -2.237475427,      -2.494101399,      -3.110131771,      -2.294587203,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        208,           8,      -8.448312362,      -4.587187834,      -4.944278589,      -2.858493712,      -2.788109608,      0.9329898399,      0.4125926119,      0.6931235688,                 0,                 0,                 0,     0.06513566639,      0.1919145577,      0.7834677706,                 0,       1.679922395,      0.7799395566,        -3.2235471,      -2.235907944,      -2.445632531,      -3.122928608,      -2.285138044,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        209,           8,      -8.462354557,      -4.604433246,      -4.898553628,      -2.875068066,      -2.789659007,      0.9329898399,       0.414483587,      0.6930078103,                 0,                 0,                 0,     0.06522265235,      0.1937567506,      0.7839099378,                 0,       1.671978896,      0.7798926327,       -3.23659445,      -2.237877999,       -2.39953117,      -3.138708111,      -2.274595953,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        210,           8,      -8.475822493,      -4.625669787,      -4.851663019,       -2.89458083,      -2.792254999,      0.9329898399,        0.41631379,      0.6932036952,                 0,                 0,                 0,     0.06540733764,      0.1954497113,      0.7846323631,                 0,       1.665099048,      0.7798484338,      -3.249203293,      -2.243481929,      -2.352600747,       -3.15755307,       -2.26500542,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        211,           8,      -8.487704252,      -4.650285854,      -4.806554235,      -2.916526937,      -2.842241412,      0.9329898399,      0.4180703795,      0.6936892008,                 0,                 0,                 0,     0.06566677412,      0.1969875981,      0.7856102314,                 0,       1.659264169,       0.779807036,      -3.260373371,      -2.252168352,      -2.307807246,       -3.17897098,      -2.302773833,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        212,           8,      -8.503044556,      -4.671602941,      -4.746598431,      -2.940978534,      -2.848411873,      0.9329898399,      0.4197411657,      0.6942874882,                 0,                 0,                 0,      0.0659872798,      0.1984104565,      0.7866708671,                 0,       1.654084814,      0.7930723804,      -3.275157112,      -2.257336308,      -2.248537385,      -3.203041204,       -2.29673952,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        213,           8,      -8.508955642,      -4.699871397,      -4.747017464,      -2.976352736,      -2.850308245,      0.9329898399,      0.4212622206,      0.6949825305,                 0,                 0,                 0,      0.0663467253,      0.1996618379,      0.7877802528,                 0,       1.649762301,      0.7584381221,      -3.280674655,       -2.26933647,      -2.250026355,      -3.238189001,       -2.28649433,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        214,           8,      -8.519836203,       -4.72161112,      -4.731427882,       -2.99986816,       -2.85868131,      0.9329898399,      0.4227157086,      0.6958818109,                 0,                 0,                 0,     0.06677457045,      0.2007888912,      0.7890651976,                 0,        1.64621706,      0.7584055409,       -3.29133511,      -2.274815599,      -2.235901275,      -3.261645506,      -2.282848178,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        215,           8,      -8.528115651,      -4.741515639,      -4.720503138,      -3.020834722,      -2.863330434,      0.9329898399,      0.4241059361,      0.6969040042,                 0,                 0,                 0,     0.06727544597,       0.201819512,      0.7904491891,                 0,       1.643230959,      0.7647308983,       -3.29957272,      -2.278624295,      -2.226842893,      -3.282725688,      -2.275689954,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        216,           7,      -8.402011455,      -4.749983848,      -4.659120729,       -2.90502778,      -2.877489309,      0.9329898399,      0.4249635739,      0.6969811593,                 0,                 0,                 0,     0.06725574125,      0.2026171171,       0.790773722,                 0,       1.640096239,      0.7647044923,        -3.1736083,      -2.271353134,      -2.167732468,      -3.167208635,      -2.278319834,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        217,           9,      -8.522901761,      -4.778150063,      -4.749859285,      -3.009528048,      -2.860074568,      0.9329898399,       0.426460006,      0.6986190479,                 0,                 0,                 0,     0.06825172022,        0.20356929,      0.7927775571,                 0,       1.638181865,       0.788298024,      -3.294825369,      -2.284365088,      -2.261150032,      -3.272183054,      -2.249721952,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        218,           8,      -8.409565253,      -4.795444762,      -4.715293227,      -2.904554281,      -2.804471276,      0.9329898399,      0.4272153451,      0.6988655251,                 0,                 0,                 0,     0.06850779252,      0.2042195614,      0.7932341041,                 0,       1.635862413,      0.7882779844,      -3.182003765,      -2.287355207,      -2.229662593,       -3.16786911,      -2.183453056,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        219,           8,      -8.427235997,      -4.816897195,      -4.720868707,      -2.925189074,      -2.800407067,      0.9329898399,      0.4276432086,      0.6985779749,                 0,                 0,                 0,     0.06860025214,      0.2047128008,      0.7930842137,                 0,       1.633553301,      0.7882611856,      -3.200379354,      -2.295650257,      -2.238712925,      -3.189352685,       -2.16932463,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        220,           8,      -8.455655348,      -4.851732531,      -4.765535846,      -2.949875449,      -2.758622902,      0.9329898399,      0.4277438748,      0.6977848828,                 0,                 0,                 0,     0.06854446559,      0.2050409461,      0.7923552079,                 0,       1.631314728,      0.7882476583,      -3.229692416,      -2.318793302,      -2.287235962,      -3.215076925,      -2.118191334,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        221,           8,       -8.47996923,        -4.9059472,      -4.846231558,      -2.972279997,      -2.781973029,      0.9329898399,      0.4274798399,      0.6963295574,                 0,                 0,                 0,     0.06830991895,      0.2052139442,       0.790886277,                 0,       1.628917887,      0.7882374275,      -3.255089832,      -2.363106437,      -2.372154315,      -3.238710564,      -2.133035518,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        222,           8,      -8.495432395,      -4.963195732,      -4.905101375,       -2.98537596,      -2.773922934,      0.9329898399,       0.426801164,      0.6941535207,                 0,                 0,                 0,     0.06784090686,      0.2052011348,      0.7886068971,                 0,       1.626409624,       0.788230512,      -3.271824953,      -2.412551263,       -2.43559425,      -3.253226876,      -2.117448901,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        223,           8,      -8.530307086,      -5.032785122,      -4.971510519,      -3.009944174,      -2.788355622,      0.9329898399,      0.4256881557,      0.6912261812,                 0,                 0,                 0,     0.06712898626,      0.2049926309,      0.7854820563,                 0,       1.623785327,      0.7882269245,      -3.308157948,      -2.476697691,      -2.506897982,      -3.279405763,       -2.12544685,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        224,           7,       -8.41468953,      -5.092686995,      -4.923847651,      -2.903047014,      -2.774284483,      0.9329898399,      0.4239014836,      0.6870993046,                 0,                 0,                 0,     0.06587117224,      0.2044906098,      0.7810131322,                 0,       1.620893842,      0.7882266717,      -3.194182534,      -2.533712107,      -2.464429702,      -3.174308111,      -2.106150714,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        225,           7,      -8.443054356,      -5.182947065,      -5.037524754,      -2.913914995,      -2.797075396,      0.9329898399,      0.4218835214,      0.6827502423,                 0,                 0,                 0,       0.064625674,      0.2038323657,      0.7762641082,                 0,       1.618338256,       0.788229754,      -3.224369041,      -2.623742544,      -2.583574523,      -3.187161054,      -2.125010854,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        226,           7,      -8.473154706,      -5.270724436,      -5.133666409,      -2.940387825,      -2.812411873,      0.9329898399,      0.4196335394,      0.6781945877,                 0,                 0,                 0,     0.06338261179,      0.2030126417,       0.771249683,                 0,       1.616159158,      0.7882361658,      -3.256464648,      -2.713945766,      -2.685428564,      -3.215799184,      -2.137776706,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        227,           7,      -8.504139245,      -5.311852621,      -5.125995374,      -2.951878086,      -2.821113558,      0.9329898399,      0.4171587041,      0.6735010069,                 0,                 0,                 0,     0.06210271369,      0.2020182152,      0.7660376174,                 0,       1.614495875,      0.7882458952,      -3.289612731,      -2.760051383,      -2.683685536,      -3.229630801,      -2.145335572,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        228,           7,       -8.57035303,      -5.329333859,      -5.146489871,      -2.976662625,      -2.822548917,      0.9329898399,      0.4145792532,      0.6689421837,                 0,                 0,                 0,     0.06094299575,      0.2008843449,      0.7609238347,                 0,       1.613544765,      0.7882589243,      -3.358155937,      -2.784868333,      -2.710294804,      -3.256932778,      -2.147063184,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        229,           6,      -8.456523471,      -5.267201109,      -5.050340221,      -2.892767664,      -2.848394845,      0.9329898399,      0.4115042572,      0.6637032291,                 0,                 0,                 0,     0.05934085281,      0.1994754337,      0.7550147557,                 0,        1.61287087,      0.7882752291,      -3.246813545,      -2.732166478,      -2.620416954,      -3.175723334,      -2.174512639,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        230,           6,      -8.496107068,      -5.202697933,      -4.985616013,      -2.921112037,      -2.858338765,      0.9329898399,      0.4084945042,      0.6589546435,                 0,                 0,                 0,     0.05802575034,      0.1979855447,      0.7495936941,                 0,       1.613129765,      0.7882947797,      -3.289027873,      -2.678880454,      -2.562092031,       -3.20690566,      -2.187382074,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        231,           6,      -8.481835951,      -5.135125939,       -4.95712418,       -2.92211216,      -2.865052531,      0.9329898399,      0.4055298724,      0.6546500575,                 0,                 0,                 0,     0.05691271369,      0.1964089923,      0.7446104236,                 0,       1.614307853,      0.7819626419,      -3.277512526,      -2.623984087,      -2.540096101,      -3.210874573,      -2.198320237,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        232,           6,      -8.425694113,      -5.059667895,      -4.890714927,      -2.885980009,      -2.819818322,      0.9329898399,       0.402560104,      0.6506111519,                 0,                 0,                 0,     0.05592486504,      0.1947498504,      0.7398797227,                 0,       1.616183883,      0.7756336944,      -3.224236813,        -2.5623402,      -2.480251625,      -3.177825917,      -2.158434801,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        233,           7,      -8.511706667,      -5.001987695,      -4.943129136,      -2.968226898,      -2.865573884,      0.9329898399,      0.3999904575,      0.6477575484,                 0,                 0,                 0,     0.05562481096,      0.1931267982,      0.7363995162,                 0,       1.619432504,      0.7756627455,      -3.313210872,      -2.519314811,      -2.539272887,      -3.263254065,      -2.210499114,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        234,           7,      -8.440866106,      -4.943714167,      -4.934673054,      -2.912739946,      -2.812716496,      0.9329898399,      0.3970586249,      0.6444026908,                 0,                 0,                 0,       0.054961951,      0.1913039382,       0.732334065,                 0,       1.622940922,      0.7756948663,      -3.245414028,      -2.476272675,      -2.537441701,      -3.211031195,      -2.164463088,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        235,           7,      -8.377762103,      -4.891546966,      -4.901575879,       -2.85145765,      -2.866765435,      0.9329898399,      0.3939079661,      0.6407019505,                 0,                 0,                 0,     0.05412398364,      0.1893729399,       0.727873866,                 0,       1.626527021,      0.7757299996,      -3.185423954,      -2.439683385,      -2.510965616,       -3.15308279,      -2.225632301,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        236,           8,      -8.487710024,      -4.864318718,      -5.052018933,      -2.933950692,      -2.829236858,      0.9329898399,      0.3908781916,      0.6373879346,                 0,                 0,                 0,     0.05361069837,      0.1874444766,      0.7238188364,                 0,       1.630656169,      0.7757680831,      -3.298541283,      -2.428187764,      -2.668003536,      -3.238962532,      -2.195473808,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        237,           8,      -8.453238945,      -4.839850872,       -5.04962902,      -2.900811363,       -2.78552128,      0.9329898399,      0.3874104479,      0.6332568657,                 0,                 0,                 0,     0.05272057023,      0.1853360645,      0.7188544055,                 0,       1.634589023,      0.7758090501,      -3.267281609,      -2.419455857,      -2.672164495,      -3.209247403,      -2.158497849,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        238,           8,      -8.424308131,      -4.820676529,      -5.036304254,      -2.876972365,      -2.771304338,      0.9329898399,      0.3835916431,      0.6284490731,                 0,                 0,                 0,     0.05156854876,      0.1830897858,      0.7131401801,                 0,       1.638328375,      0.7758528293,      -3.241591414,      -2.415875632,      -2.665327565,      -3.188855514,      -2.151194405,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        239,           8,      -8.403153358,      -4.802596009,      -5.021067229,      -2.862713925,      -2.769368319,      0.9329898399,      0.3794802915,      0.6230565411,                 0,                 0,                 0,     0.05023455406,      0.1807347045,      0.7067812333,                 0,       1.641867984,      0.7758993453,      -3.223694818,      -2.413134714,       -2.65649889,      -3.178054035,      -2.155955475,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        240,           8,      -8.388514815,       -4.78472694,      -5.028695477,      -2.854228106,      -2.768675342,      0.9329898399,      0.3750764691,      0.6171397946,                 0,                 0,                 0,     0.04872191083,      0.1782531974,      0.6998354673,                 0,       1.645370599,      0.8105471928,      -3.212317921,      -2.410266937,      -2.670440089,      -3.173018731,      -2.161890511,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        241,           8,      -8.390611179,      -4.761395353,      -4.989255663,      -2.859928961,      -2.767776963,      0.9329898399,      0.3705034125,      0.6110016443,                 0,                 0,                 0,     0.04717588836,      0.1756745832,      0.6926284927,                 0,       1.649112056,      0.8105989414,      -3.217666287,      -2.401533283,      -2.637203153,      -3.182148816,      -2.167930116,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        242,           8,      -8.387000162,      -4.736738761,      -4.979290546,      -2.857642434,      -2.761361551,      0.9329898399,      0.3658190952,      0.6048113831,                 0,                 0,                 0,     0.04565297416,      0.1730048054,      0.6853391546,                 0,       1.653307307,      0.8106531788,      -3.217284987,       -2.39101937,      -2.633316999,      -3.183255653,       -2.16884981,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        243,           8,       -8.37819357,      -4.712726799,      -4.972217246,      -2.848152986,      -2.748215453,      0.9329898399,      0.3610622913,      0.5986886275,                 0,                 0,                 0,     0.04417456947,      0.1702459718,      0.6780931794,                 0,       1.658131137,      0.8265672978,      -3.211675907,      -2.380668391,       -2.63218733,      -3.177111201,      -2.163385383,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        244,           8,      -8.366132388,      -4.690303271,      -4.954073331,      -2.832714286,      -2.705687991,      0.9329898399,      0.3562754334,      0.5927479597,                 0,                 0,                 0,      0.0427685469,        0.16740516,      0.6710125488,                 0,       1.663735145,      0.8266262428,      -3.202768015,      -2.371394133,      -2.619836979,      -3.164956914,      -2.128831546,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        245,           7,      -8.420079089,      -4.671099348,      -4.928548028,      -2.886355044,      -2.774157861,      0.9329898399,      0.3514211466,      0.5868632125,                 0,                 0,                 0,     0.04123769334,       0.164483516,      0.6639656809,                 0,       1.669971253,      0.8194028326,      -3.259811079,      -2.364810883,      -2.599941074,      -3.221807639,      -2.205429517,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        246,           7,      -8.392309804,      -4.653144664,       -4.90033452,      -2.856996755,      -2.756825594,      0.9329898399,      0.3466576397,      0.5813499006,                 0,                 0,                 0,     0.03990764993,      0.1615400881,      0.6573005599,                 0,       1.677014536,      0.8194661076,      -3.235070588,      -2.358939045,      -2.577180981,      -3.195573389,      -2.196259274,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        247,           7,      -8.356644753,      -4.636863925,      -4.872007591,       -2.82053767,       -2.74326668,      0.9329898399,      0.3419734831,      0.5762202087,                 0,                 0,                 0,       0.038753451,      0.1585603836,      0.6510254963,                 0,       1.684985056,      0.8195314004,      -3.202356492,      -2.354203379,      -2.554121485,      -3.162141719,      -2.190986458,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        248,           8,      -8.487120101,      -4.634573347,      -4.960784681,      -2.910231152,      -2.683223199,      0.9329898399,      0.3376264594,       0.572093247,                 0,                 0,                 0,     0.03811648316,       0.155609911,      0.6458079165,                 0,       1.694456199,      0.8140649913,      -3.335695325,      -2.362919727,      -2.647970376,      -3.254756511,      -2.139218779,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        249,           8,      -8.469916786,      -4.626045318,      -4.965910448,      -2.884402403,      -2.682627005,      0.9329898399,      0.3331678237,      0.5678002392,                 0,                 0,                 0,     0.03730709287,      0.1526012504,      0.6403989138,                 0,       1.704246926,      0.8141340142,      -3.321258647,       -2.36485526,      -2.657965073,      -3.231733995,       -2.14672889,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        250,           8,      -8.450860497,      -4.611992978,      -4.957967199,      -2.854024294,      -2.682683748,      0.9329898399,      0.3285282278,      0.5630780076,                 0,                 0,                 0,      0.0362381435,      0.1495450298,      0.6345265347,                 0,       1.713941025,      0.7748939655,      -3.304864914,      -2.360723984,      -2.654682097,      -3.204040419,       -2.15476176,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        251,           8,       -8.43709656,       -4.59482874,      -4.939851416,      -2.827072766,      -2.681702211,      0.9329898399,      0.3236451138,      0.5576615523,                 0,                 0,                 0,     0.03484667616,      0.1464589029,      0.6279190683,                 0,       1.723064951,      0.8112253658,       -3.29365061,      -2.352943394,      -2.641011969,      -3.179643823,      -2.161342548,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        252,           8,      -8.414678274,      -4.576916935,      -4.901467647,      -2.807238295,      -2.680306161,      0.9329898399,      0.3185662851,      0.5516013412,                 0,                 0,                 0,     0.03324315515,      0.1433738291,      0.6206387538,                 0,       1.731511987,      0.8112992026,      -3.273661094,      -2.343883368,      -2.606854197,      -3.162227837,      -2.167136164,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        253,           8,      -8.389159546,      -4.563688752,      -4.872644051,      -2.795713587,      -2.677954709,      0.9329898399,       0.313293566,      0.5447999036,                 0,                 0,                 0,     0.03143849504,      0.1403200506,      0.6125929128,                 0,       1.738943798,      0.8030418022,      -3.250443984,      -2.338981375,      -2.582032661,      -3.152979962,      -2.171552305,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        254,           8,      -8.370561187,      -4.552181203,      -4.839088408,      -2.797342313,       -2.67636359,      0.9329898399,      0.3078616053,      0.5373788529,                 0,                 0,                 0,     0.02948691365,       0.137295146,      0.6039079751,                 0,       1.745520856,      0.8031183142,      -3.234014233,      -2.335280332,      -2.552250206,      -3.156738809,      -2.176307304,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        255,           8,      -8.356347035,      -4.539148008,      -4.794521713,      -2.809248097,      -2.739475164,      0.9329898399,      0.3023209564,        0.52955899,                 0,                 0,                 0,      0.0274581596,      0.1342829038,      0.5948098741,                 0,       1.751644994,      0.8031960021,      -3.221831212,       -2.32953915,      -2.511221342,      -3.170624173,      -2.245249374,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        256,           8,      -8.363126202,      -4.526255109,      -4.782410056,      -2.834481665,      -2.762418741,      0.9329898399,      0.2968042504,       0.521755279,                 0,                 0,                 0,      0.0255434256,      0.1312888359,      0.5857342194,                 0,       1.757910401,       0.803274758,      -3.230499442,      -2.323430331,       -2.50240488,      -3.197682907,      -2.273579564,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        257,           8,      -8.362701028,      -4.512804455,      -4.769058204,      -2.848377507,      -2.767578442,      0.9329898399,      0.2912651265,      0.5140536255,                 0,                 0,                 0,     0.02363964203,      0.1282434909,      0.5767496084,                 0,       1.764899326,      0.8033544746,      -3.231817758,      -2.316263692,      -2.492098258,      -3.213246724,      -2.283661157,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        258,           8,      -8.352464762,      -4.498749359,      -4.759825452,      -2.843510834,      -2.765657965,      0.9329898399,       0.285909409,      0.5069099512,                 0,                 0,                 0,     0.02203187371,      0.1252104011,      0.5683522185,                 0,       1.772974009,      0.7986242945,      -3.223175166,      -2.308001046,      -2.485652897,      -3.209887576,      -2.286224702,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        259,           8,      -8.345357694,      -4.487399257,      -4.751829844,      -2.827822009,      -2.692481789,      0.9329898399,      0.2808098755,      0.5006205678,                 0,                 0,                 0,     0.02081184112,      0.1221725306,      0.5608466919,                 0,       1.782774081,      0.8358911341,      -3.217507166,      -2.301958225,      -2.480179342,      -3.195542439,      -2.217093611,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        260,           8,      -8.321076915,      -4.485412008,      -4.752653039,      -2.792939177,      -2.672798372,      0.9329898399,      0.2758923619,      0.4949872412,                 0,                 0,                 0,     0.01973412959,      0.1191169143,      0.5540217731,                 0,       1.794131732,      0.8359730923,      -3.194506142,      -2.304797655,      -2.483252966,       -3.16183667,      -2.200877953,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
